Date_Time,City,State,Shape,Duration,Summary,Posted
11/16/2020 20:37,Saint John,IN,Triangle,,"Low flying, quiet, but deep & muffled Triangle. Hovering capabilities.",12/23/2020
11/16/2020 19:18,Blue Springs,MO,Chevron,6 minutes,Vehicle in the night sky at low altitude experiences technical difficulties  with active camouflage.,12/23/2020
11/16/2020 19:18,Blue Springs,MO,Chevron,6 minutes,Vehicle in the night sky at low altitude experiences technical difficulties  with active camouflage.,12/23/2020
11/16/2020 19:18,Blue Springs,MO,Chevron,6 minutes,Vehicle in the night sky at low altitude experiences technical difficulties  with active camouflage.,12/23/2020
11/16/2020 18:48,Austin,TX,Light,1 - 2 minutes,Two lights over Austin,12/23/2020
11/16/2020 18:30,YUKON,OK,Light,2 minutes,I saw two very different UFOs in the same night.  This is the first of the sightings.  I was watching the sunset and it was still very,12/23/2020
11/16/2020 17:30,Cleveland,TN,Circle,5 minutes,Round craft or ball of light,12/23/2020
11/16/2020 13:00,North Chesterfield,VA,Light,45 seconds,"While standing on my porch, a helicopter flew over my house and I didnâ€™t pay attention to it until it came to a stop. It was hovering i",12/23/2020
11/16/2020 9:36,Plantsville,CT,Formation,,A big ufo with two rings of circles moving together like gears spotted while exiting highway and also by others in plainville,12/23/2020
11/16/2020 9:36,Plantsville,CT,Formation,,A big ufo with two rings of circles moving together like gears spotted while exiting highway and also by others in plainville,12/23/2020
11/16/2020 9:36,Plantsville,CT,Formation,,A big ufo with two rings of circles moving together like gears spotted while exiting highway and also by others in plainville,12/23/2020
11/16/2020 8:05,Grand Junction,CO,,,MADAR Node 75,12/23/2020
11/16/2020 5:33,Gastonia nc,NC,Other,10 seconds,"i was driving to work, all of sudden this big doughnut shape craft appears in the sky, it was in a slow motion for about 4 seconds than",12/23/2020
11/16/2020 5:33,Gastonia nc,NC,Other,10 seconds,"i was driving to work, all of sudden this big doughnut shape craft appears in the sky, it was in a slow motion for about 4 seconds than",12/23/2020
11/16/2020 3:30,"Hillsborough, NJ",,Circle,3 mins,3 people woke up to a loud noise at 3:30AM. We took time to find our glasses. We also took some time to lower the heat. We checked to s,12/23/2020
11/16/2020 3:00,Hialeah,FL,Unknown,1 min,Ufo entering atmosphere over miami,12/23/2020
11/16/2020 0:42,Oakley,CA,Changing,2 minutes,A very fast and bright light was moving rapidly across the sky so I thought it was a shooting star.. then I noticed the light get brigh,12/23/2020
11/16/2020 0:42,Oakley,CA,Changing,2 minutes,A very fast and bright light was moving rapidly across the sky so I thought it was a shooting star.. then I noticed the light get brigh,12/23/2020
11/16/2020 0:01,Ashburn,VA,Cylinder,5 min,Disc like craft with 3 lights and blinked hovers and lands on street 200 yards behind house by soccer field,12/23/2020
11/16/2020 0:00,Hamburg,AR,Formation,1.5 hours,"Silent, dimly lit lights forming the shape of some type of aircraft, moving relatively fast across the night sky.",12/23/2020
11/15/2020 23:21,Calgary,AB,Circle,2-3 minites,Red and Orange Blue White flashing lights in clear night sky move in cricle motion,12/23/2020
11/15/2020 20:00,Lathrop,CA,Disk,5 minutes,"I witnessed a hovering saucer craft with  lights circling, not making a sound, flying over my city.",12/23/2020
11/15/2020 18:00,Santa Fe,NM,Sphere,3 mins,A white sphere flying from north to south over Santa Fe NM approximately 6pm 11/15/2020,12/23/2020
11/15/2020 17:11,Denver,CO,Cylinder,3-4 mins,I had my front door open because my house was really warm from having the oven on. I saw some super bright white lights flying in the a,12/23/2020
11/15/2020 16:46,Edmonds,WA,Light,5 minutes,Stationary bright light at approximately 2000 feet which split into two lights and disappeared.,12/23/2020
11/15/2020 16:03,Somerset,MA,Fireball,30 Seconds,"Single orange-red orb traversing the sky in 30-seconds, above cloud cover, SE to NW",12/23/2020
11/15/2020 10:43,West of Gillette,WA,Fireball,2-3 seconds,"A falling saucer in Wyoming at night, it left a trail in the sky and landed/disappeared into a field",12/23/2020
11/15/2020 10:43,West of Gillette,WA,Fireball,2-3 seconds,"A falling saucer in Wyoming at night, it left a trail in the sky and landed/disappeared into a field",12/23/2020
11/15/2020 9:00,Bradenton,FL,Chevron,1 minute,"V shaped ufo flew over my house, completely silent.",12/23/2020
11/15/2020 7:00,Delaware City,DE,Flash,5 sec,Orange flashes in sky,12/23/2020
11/15/2020 6:00,Columbia,MO,,,MADAR Node 46,12/23/2020
11/15/2020 5:00,Meredith,NH,Light,20 mins,Me and my wife were going out to the car for work and seen a bright light out towards center harbor it was round with what u could call,12/23/2020
11/15/2020 3:29,Spokane,WA,,,MADAR Node 37,12/23/2020
11/15/2020 2:59,Redondo Beach,CA,Light,1 minute,"Erratic Lights around Sirius, Rigel, and Gemini.",12/23/2020
11/15/2020 2:00,braintree,MA,Sphere,30 to 45 minutes,object dropped from the sky and the creatures picked it back up,12/23/2020
11/15/2020 1:45,Little Egg Harbor,NJ,Triangle,15 seconds,Triangle shaped. 3 circular dim lights. Craft looked semi-transparent. No sound. Smooth movement in straight line across sky,12/23/2020
11/15/2020 1:30,perkins,OK,Circle,2 hours,"Small bright orb flashing with disco lights when moving on and off in the sky, very bright",12/23/2020
11/14/2020 21:49,Pensacola,FL,Triangle,1 minute,"The dark coloured craft was approximately 1000 ft in elevation, North of I10, moving Northwest at a rate of approximately 200 mph in a",12/23/2020
11/14/2020 21:41,Los Altos,CA,,,MADAR Node 52,12/23/2020
11/14/2020 21:30,Homestead,FL,Teardrop,10 Minutes,"In the location of Homestead, Fl at roughly 9:30PM on a Sunday night. A vehicle was located in the distance, leaving off a trail as it",12/23/2020
11/14/2020 21:30,Homestead,FL,Teardrop,10 Minutes,"In the location of Homestead, Fl at roughly 9:30PM on a Sunday night. A vehicle was located in the distance, leaving off a trail as it",12/23/2020
11/14/2020 21:30,Homestead,FL,Teardrop,10 Minutes,"In the location of Homestead, Fl at roughly 9:30PM on a Sunday night. A vehicle was located in the distance, leaving off a trail as it",12/23/2020
11/14/2020 20:30,Oklahoma City,OK,Circle,20,Flickering orb that may have been two orbs near the end.,12/23/2020
11/14/2020 20:00,Staten island,NY,Sphere,20mins,Orange globe ufo in NYC sky,12/23/2020
11/14/2020 17:30,,KY,Unknown,3 Minutes,Lights hover above he trees before moving,12/23/2020
11/14/2020 17:05,Port Angeles,WA,,,MADAR Node 49,12/23/2020
11/14/2020 8:00,Hernando,FL,Light,1 minute,Onject souring through sky with a quick light flash before it disappeared.,12/23/2020
11/14/2020 7:03,Laurelville,OH,,,MADAR Node 107,12/23/2020
11/14/2020 6:40,ASHBURN,VA,Light,5 minutes,There were bright orange lights side by side moving very slowly. Sometimes there was one lone light. One bright light followed with ano,12/23/2020
11/14/2020 4:55,"12 miles east of Culbertson,Mt.",MT,Sphere,5 sec.,Observed what appeared to be a possible Taurids comet or fire ball that was whitish/yellow in color and appeared to on fire.,12/23/2020
11/14/2020 2:00,Lemont,IL,Circle,Alll night for a week,There is objects in the sky that at first looked like stars but then when I looked closer it was lights that were blinking . Been watch,12/23/2020
11/14/2020 1:52,Milton,FL,Triangle,30 mins,Possible UFO,12/23/2020
11/14/2020 1:52,Milton,FL,Triangle,30 mins,Possible UFO,12/23/2020
11/14/2020 1:52,Milton,FL,Triangle,30 mins,Possible UFO,12/23/2020
11/13/2020 23:11,Belgrade,MT,,5 secs,I was putting my dog outside and I looked up and at first I thought was a  star then split very close together then a few seconds. Late,12/23/2020
11/13/2020 21:20,Idaho Falls,ID,Flash,5-10 seconds,Driving on I-15 when we seen 2 flashes of bright green light that lit up the night sky approximately 10 minutes apart.  There were no s,12/23/2020
11/13/2020 21:00,,NC,Light,Momentary,"Light descended rapidly toward ground, stopped and turned at horizon without deceleration or radius, moved north out of sight AA 6182.",12/23/2020
11/13/2020 20:50,bessemer,PA,Triangle,4 seconds,bright fast light,12/23/2020
11/13/2020 20:40,Fort Wayne,IN,Disk,5 secons,A descending disc above the road. It was on its side and reflective and luminous. There was the disc and around it was a pulsating ener,12/23/2020
11/13/2020 19:05,Cadillac,MI,Triangle,20 seconds,"craft hovered in the sky, hard to make clear of the shape because it was dark, though I think triangular. Had lights like a vehicle's h",12/23/2020
11/13/2020 17:50,Julian,NC,Light,5 min,One light creating odd light scattering effect moving into 4 lights going in different directions.,12/23/2020
11/13/2020 17:50,Burke,VA,Light,2 minutes,2 lights following each other at high speed. No blinking lights and no engine noise. They kept the same distance apart and went across,12/23/2020
11/13/2020 17:45,Rockisland,IL,Triangle,10 seconds,I seen what looked like a flock of birds flying but as it got closer it was perfect triangle with dim lit lights moving in unison. If i,12/23/2020
11/13/2020 17:45,Portsmouth,VA,Light,10 minutes,Seen a light in western sky traveling east as it got closer it was 2 dots i took pictures,12/23/2020
11/13/2020 17:40,Raleigh,NC,Light,3 minutes,I saw two lights moving in an irregular pattern. They were spaced too far apart to be connected on an airplane and I saw nothing connec,12/23/2020
11/13/2020 17:40,Killingworth,CT,Light,2 minutes,Two star like objects moving across the sky,12/23/2020
11/13/2020 17:35,clayton,NC,Light,5 mins,Ufo/lights flying in weird formation.  One of the ufo's the front and rear light seemed to be a mile apart yet with precise movement.,12/23/2020
11/13/2020 17:35,Baltimore,MD,Light,6 minutes,Two White Lights Over Baltimore,12/23/2020
11/13/2020 17:35,clayton,NC,Light,5 mins,Ufo/lights flying in weird formation.  One of the ufo's the front and rear light seemed to be a mile apart yet with precise movement.,12/23/2020
11/13/2020 17:30,Sheridan,WY,Other,1 minute,Bright lights over Sheridan evolve into unknown aircraft flying directly above our car,12/23/2020
11/13/2020 17:30,Corapeake,NC,Changing,10 minutes,saw what lookd like a rocket and plume that separated into 6 satellites,12/23/2020
11/13/2020 17:30,Goldsboro,NC,Unknown,60 seconds,"I witnessed three shiny objects traveling (in formation)  across the sky that were not aircraft, satellites, or shooting stars.",12/23/2020
11/13/2020 17:30,Wyoming,DE,,10 min,,12/23/2020
11/13/2020 17:30,Wyoming,DE,,10 min,,12/23/2020
11/13/2020 17:03,Wichita,KS,Formation,3 minutes,Black formation that gyrated into different S shapes.,12/23/2020
11/13/2020 17:00,Dolores,CO,Light,40 min,Observed a point of light move and stop in the evening sky.,12/23/2020
11/13/2020 16:30,Evansville,IN,Triangle,1 hour,Delta shaped slow moving something.,12/23/2020
11/13/2020 15:45,Mission Viejo,CA,Teardrop,30 seconds,Helicopter seen following an elongated teardrop UFO,12/23/2020
11/13/2020 15:20,Canfield,OH,Oval,,"Sighted something about 800 foot off the ground, oval and very shiny, with the sun reflecting off of it, slowly moving up and down.",3/2/2021
11/13/2020 15:00,Blacksburg,SC,Flash,10 Seconds,I seen flashing that was not an airplane.,12/23/2020
11/13/2020 7:26,Pearl,MS,Light,5,"Green sphere seen in Pearl, Ms",12/23/2020
11/13/2020 6:03,Virginia beach,VA,Light,10 minutes,I was at my local basketball courts with some friends and we saw lights moving in the sky in ways that didnâ€™t seem normal. There was an,12/23/2020
11/13/2020 5:45,Moncks Corner,SC,Other,2 minutes,We have a landfill in town. Something resembling a rocket took off from the area the landfill is at. It's also a methane processing pla,12/23/2020
11/13/2020 5:35,Benson/four oaks,NC,Light,10mins,White bright light objects that started as 1 then 2 and jumped to 5 moving extremely high but still in our atmosphere,12/23/2020
11/13/2020 1:35,Port Angeles,WA,,,MADAR Node 49,12/23/2020
11/13/2020 1:10,Abilene,TX,Triangle,3,Boomerang shape black with 5 lights. no sound fly at a fast pace. Seen for about two seconds once my eyes focused. it was headed south.,12/23/2020
11/13/2020 0:30,Burlington (Canada),ON,Light,Still there,Unidentifiable light hoovering above Burlington ON,12/23/2020
11/13/2020 0:30,Burlington,ON,Light,Still there,Unidentifiable light hoovering above Burlington ON,12/23/2020
11/13/2020 0:00,Corrales,NM,Cigar,Moments,"Short cigar, cigar shaped object.  Over the house, a little ways.  Bright sillouettte.",12/23/2020
11/12/2020 22:03,Fishers,IN,,,MADAR Node 84,12/23/2020
11/12/2020 19:35,Tucson,AZ,Formation,2 minutes,Red/orange lights lined up in formation high above Tucson AZ,12/23/2020
11/12/2020 19:00,Phoenix,AZ,Light,5 minutes,"Star-like object moving across sky, swerving side to side.",12/23/2020
11/12/2020 19:00,Decherd,TN,Cigar,7 minutes,My kids alerted me to 4 lights blinking in rhythm it was dark but far off but still huge. It was silent no noise at all and just blinke,12/23/2020
11/12/2020 18:25,Cajon Pass,CA,Fireball,1 second,"11/12/2020 @ approx. 18:25 Southbound on the Cajon Pass, CA.As I was driving down the Pass, at about the heighth of a helicopter,We",12/23/2020
11/12/2020 18:20,Knoxville,TN,Other,10 minutes,"I saw eight independent, irregular-moving glowing objects cross the night sky.",12/23/2020
11/12/2020 18:10,Dublin,CA,Other,6 minutes,Dim Non-satellite changes direction. Gets curious. Goes extremely fast exciting.,12/23/2020
11/12/2020 17:00,Wheatland,CA,Other,10 minutes we were able t,"Me and my mother were driving on 65 south going back towards Roseville, CA and she saw this bright white light in the sky and thought i",12/23/2020
11/12/2020 17:00,North Hollywood,CA,Other,15 seconds,"No lights,no sound, approximately 300/ 1000 feet elevation.  It was shaped like a surfboard or a straight single wing. It was tan or li",12/23/2020
11/12/2020 11:30,Los Angeles,CA,Unknown,10+,Unusual clouds looking like missile launch,12/23/2020
11/12/2020 8:10,Gibson,LA,Disk,5 seconds,Silver reflective object that immediately disappears!,12/23/2020
11/12/2020 3:45,Huber Heights,OH,Triangle,5 minutes,"Black triangle, row of amber lights on the back and one red blinking light centered underneath",12/23/2020
11/11/2020 20:50,Bluffton,SC,Triangle,2 minutes,"tricycle, back wheels blue lights, front red light, noise was loud roaring sound",12/23/2020
11/11/2020 19:00,Rogue River,OR,Light,30 seconds,"I was looking North at the Big Dipper and North Star, when I spotted a object that was white or a bright light appear to the West at ap",1/19/2021
11/11/2020 18:19,Cedar Hill,TX,Disk,2-3 minutes,Was smoking  on my patio as was looking at the sky toward East northeast Dallas and I saw an shining object first assumed itâ€™s is a pla,12/23/2020
11/11/2020 18:00,Scappoose,OR,,45 sec,,12/23/2020
11/11/2020 18:00,Mission,KS,Sphere,2 seconds,"Fast moving, bright white spherical object.",12/23/2020
11/11/2020 16:13,Laguna Hills,CA,Circle,13 minutes,Red lights were going inside two red crafts,12/23/2020
11/11/2020 16:13,Laguna Hills,CA,Circle,13 minutes,"It lasted for 13 minutes, moved and then disappeared",12/23/2020
11/11/2020 15:26,Playa Del Rey,CA,Disk,1 seconds,"For the last 300 days , the LAPD helicopter in marina del Rey , los angels has been chasing a small 10 inch uncatchable copper disc. I",12/23/2020
11/11/2020 15:00,Roseburg,OR,Unknown,3 minutes,Truly deafening ship heard overhead.,12/23/2020
11/11/2020 10:11,West Lorne (Canada),ON,Disk,10:14,I was walking my dog around 10am when my normally well behaved dog began to act strange. I got her under control happen to look up and,12/23/2020
11/11/2020 6:20,Malone,NY,Cylinder,25 seconds,Cylinder shaped object in sky.,12/23/2020
11/11/2020 6:15,Cottonwood,AZ,Light,15 minutes,At approx 6:15 am I was getting off work when I witnessed a large orange light going very fast in Northern direction by verde valley me,12/23/2020
11/11/2020 5:45,Santa Claus,IN,,,MADAR Node 114,12/23/2020
11/10/2020 23:45,Raymore,MO,Triangle,10 minutes,Massive triangular craft seen hovering/twisting. Fast blinking lights that blinked in rhythmic procession. Seemed absolutely massive. D,12/23/2020
11/10/2020 23:43,Raymore,MO,Triangle,5 minutes,3 Pulsating Lights Hovering in Night Sky,12/23/2020
11/10/2020 23:37,Belton,MO,Triangle,3 minutes,A black massive triangle shaped ufo with blinking orangish lights on each corner (3) was slowly hovering from the west heading east. Th,12/23/2020
11/10/2020 22:10,McClure,PA,Light,15+ minutes,â€œStarâ€-like object moves around in one place and seems to be searching.,12/23/2020
11/10/2020 21:00,Hendersonville,TN,Disk,1 hour,Me and a buddy of mine were walking to his place around 8:45PM.the neighborhood we were in was well lit so you could see in the sky wel,12/23/2020
11/10/2020 19:43,Williams,AZ,Oval,30 seconds,"With a group of 5 people star watching in Williams, Arizona. We tracked two satellites and saw two shooting stars, when we noticed dire",12/23/2020
11/10/2020 18:40,Reseda,CA,Light,10 seconds,I saw a distant light that sped off much faster than any normal aircraft.,12/23/2020
11/10/2020 11:54,Jonesboro,AR,,,MADAR Node 143,12/23/2020
11/10/2020 9:00,Oxnard,CA,,10 seconds,((NUFORC Note:  Source of report provides no information.  PD)),12/23/2020
11/10/2020 8:00,Painesville,OH,Sphere,3 seconds,I was working my food delivery job and I just got finished dropping off my last delivery I was about to pull out but as I stopped I loo,12/23/2020
11/10/2020 7:35,Filer,ID,Triangle,5 minutes,Two possible triangle objects hovering over near Highway 93/,12/23/2020
11/10/2020 6:20,Grove City,OH,Light,3 minutes,bright satellite moving to the southeast ejecting a bright flash.,12/23/2020
11/10/2020 6:19,Farmington Hills,MI,,,MADAR Node 144,12/23/2020
11/10/2020 3:00,Esther,AK,Cigar,5 minutes,Large craft with several circular lights surrounding it.,12/23/2020
11/10/2020 3:00,Esther,AK,Cigar,5 minutes,Large craft with several circular lights surrounding it.,12/23/2020
11/9/2020 23:00,East Freedom,PA,Oval,10 minutes,The object observed was a very large oval/disc shaped aircraft that was hovering closer to the ground. The object was blinking red and,12/23/2020
11/9/2020 22:14,Shirleysburg,PA,Triangle,~40 seconds,((NUFORC Note:  Source of report provides no information.  PD)),12/23/2020
11/9/2020 21:00,Millstadt,IL,Triangle,30 seconds,"	It was an absolute object...traingluar shaped with circular lights in the pockets of the triangle.  I will never forget that night!",12/23/2020
11/9/2020 20:30,Irvine,KY,Other,unknown,star shape high in the sky.it glittered at one of the edges.i was driving when i saw this huge 5 point star,12/23/2020
11/9/2020 19:25,Indianapolis,IN,Light,Ongoing,Hundreds of flying orbs across indianapolis sky,12/23/2020
11/9/2020 19:05,Pomona,NJ,Light,2-3 minutes,UFO sighting outside CVS.,12/23/2020
11/9/2020 19:00,Kelly Crossroads,PA,Unknown,2-3 MIN,Something stationary with flashing green and white lights (think of a strobe light effect.),12/23/2020
11/9/2020 19:00,Stockton,CA,Light,1 minute,5 very  brights lights,12/23/2020
11/9/2020 17:30,Milan,NY,,1 minute,3  light objects.,12/23/2020
11/9/2020 17:20,New York,NY,Changing,15 seconds,UFO over Saratoga springs flying With erratic trajectory until it disappears mid air.,12/23/2020
11/9/2020 17:15,Clarksville,NY,Triangle,45 seconds,3 ROUND BALLS OF WHITE LIGHT IN TRIANGLE PATTERN APPEARED MOVING ACROSS SKY,12/23/2020
11/9/2020 5:30,West Suffield,CT,Triangle,30 seconds,Three bright lights in the shape of a triangle in the night sky that dissapeared one by one.,12/23/2020
11/9/2020 5:00,Centennial,CO,Triangle,5 seconds,large black triangle,12/23/2020
11/9/2020 2:25,Newburgh,IN,,,MADAR Node 142,12/23/2020
11/8/2020 23:30,Alexander,NC,Cigar,2 hours,Watched a cigar shaped object with horizontal lights hovered in the East at a 25 degree inclination for 2 hours until clouds hid it.,12/23/2020
11/8/2020 23:16,Hunter,NY,Light,2 days,Multi colored light. Can see faa red lights from planes passing under it. It moves around and not like satellites. Every Nov-Feb it sho,12/23/2020
11/8/2020 21:48,Creede,CO,Unknown,20 minutes,"Craft over the mountains near Creede, Colorado e",12/23/2020
11/8/2020 21:30,Columbia,MO,,,MADAR Node 46,12/23/2020
11/8/2020 21:15,Oakdale,PA,Light,3 minutes,Possible UFO sighting in small town.,12/23/2020
11/8/2020 19:25,Harrisburg,PA,Circle,~30 seconds,Circle Floating,12/23/2020
11/8/2020 19:25,Newington,CT,Disk,6 seconds,Bright white ring shape was hovering in the sky then dropped and flew away along the tree line.I was doing about 40mph at the time,12/23/2020
11/8/2020 19:00,Needham,MA,Triangle,20 seconds,Triangle/chevron shaped stationary craft still in the sky and than shot up out of the sky and disappeared,12/23/2020
11/8/2020 18:44,Canal Winchester,OH,Disk,1.40 minutes,Yellow/Orange pulsating disk moving E to W at 10k foot.,12/23/2020
11/8/2020 18:05,Kalamazoo,MI,Unknown,10,Strange Orange/Yellow Lights Sequential Aircraft North East Kalamazoo,12/23/2020
11/8/2020 14:00,Huntington,WV,Changing,2 minutes,2 round objects in the sky.,12/23/2020
11/8/2020 13:00,Palacios,TX,Circle,2 hours,White circle very slowly moving north seen by 4 people,12/23/2020
11/8/2020 8:25,Dover,DE,Disk,scary,i heard i weird noise that flew over the house i look it wasn't a plane if was a disc shape aircraft i don't know it was a aircraft bec,12/23/2020
11/8/2020 5:45,Fulton,NY,Formation,10-15 minutes,"A line of 16 ""craft"" moving from west to east, apparently in low earth orbit, dropped objects into the atmosphere.  (Starlink??)",12/23/2020
11/8/2020 3:00,Kirkland,QC,Fireball,45 minutes,"An orange fireball ascending from the sky going East at a 45 angle, then disappears and a new one reappears at the exact spot as before",12/23/2020
11/7/2020 23:00,Visalia,CA,Circle,30 minutes,White balls of light swirling in a pattern overhead,12/23/2020
11/7/2020 20:20,Portland,OR,Triangle,1 minute,Low Flying Cloacked Triangle UFO Over East Gresham,12/23/2020
11/7/2020 19:12,Los Altos,CA,,2 hours,"Live near Cupertino foothills, south of San Francisco, east of San Jose. The 2 main flight patterns out of sfo are heading south, highe",12/23/2020
11/7/2020 19:12,Los Altos,CA,,2 hours,((NUFORC Note:  Source of report provides no information.  PD)),12/23/2020
11/7/2020 18:45,Evans,CO,Triangle,Steady,"Triangle shape created by 3 bright steady white lights/orbs over Evans, Colorado.",12/23/2020
11/7/2020 18:00,Houston,TX,Sphere,5-7 minutes,"Spherical Orb UAP/UFO 11-7-2020 Houston, TX Video",1/19/2021
11/7/2020 16:50,Plattekill,NY,Diamond,3 minutes,1 diamond shaped craft flew over my house. Made no sound at all. Wobbled a bit in the sky as it flew over. Followed the movement for a,12/23/2020
11/7/2020 16:30,Helena,MT,,,MADAR Node 128,12/23/2020
11/7/2020 11:30,Southaven,MS,Diamond,1-2 minutes,Southaven MS triangular UFO,12/23/2020
11/7/2020 9:00,Essex,MD,Cigar,3 minutes,"It was as clear a sky as there can be,no clouds whatsoever. I just arrived at my destination to work. I got out the truck and looked up",12/23/2020
11/7/2020 9:00,Essex,MD,Cigar,2 minutes,3 ufo were right in front of my eyes and I'd love to know who else might have seen the same thing!!!,12/23/2020
11/7/2020 6:39,Garrettsville,OH,,,MADAR Node 64,12/23/2020
11/7/2020 5:28,Arlington,VA,Light,20 minutes,"White ball-shaped light heading East along the Potomac River toward Washington, DC (not a plane or helicopter)",12/23/2020
11/7/2020,Columbia,AL,Disk,8 seconds,"at Farley Nuclear plant, I was walking outside and saw a slow moving object flying at a slow speed not too far in the sky. It startled",12/23/2020
11/6/2020 23:30,Lower Moreland,PA,Circle,1-2 hours,"I will make this as clear as possible. My name is [redacted] and I am a high school student. Last night at around 23:30, My two friends",12/23/2020
11/6/2020 22:30,Grimsby (Canada),ON,Light,2-3 minutes,Light streaking across sky,12/23/2020
11/6/2020 21:25,Oklahoma City,OK,Cigar,1 sec,Fast moving white and green that disappears.,12/23/2020
11/6/2020 21:20,Rochester,NH,Circle,1 second,Green orb over Rochester N.H.,12/23/2020
11/6/2020 21:10,Manchester,NH,Unknown,4 seconds,Mysterious Green Light Zooms Off at the Speed of Light,12/23/2020
11/6/2020 20:30,Rochester,NY,Circle,2 minutes,5 red orbs that pulsed or blinked above city slowly moving North,12/23/2020
11/6/2020 18:58,Philadelphia,PA,Other,varies,Need to see for yourself,12/23/2020
11/6/2020 18:20,Folsom,CA,Light,4 minutes,"Seven consecutive noiseless, extremely high altitude.single file in north easterly direction. ((Starlink satellites?))",12/23/2020
11/6/2020 18:04,Hamburg,NY,Sphere,30 seconds,"I- along with another witness, noticed a fast moving sphere glowing white. The sphere was heading north towards the lake. We then notic",12/23/2020
11/6/2020 17:00,Swampscott,MA,Light,3 minutes,Me and my girlfriend Witnessed to moving lights around the planet mars just when the sun went down. It looked like one light faded away,12/23/2020
11/6/2020 15:30,North Charleston,SC,Rectangle,2 minutes,Bright white square-shaped craft with rounded corners and silver band hovers silently then disappears.,12/23/2020
11/6/2020 15:20,Brno,,Changing,2 minutes,White shape changing object near airport,12/23/2020
11/6/2020 6:00,Truro,IA,Cylinder,2-3 minutes,Metallic cylinder shape object zig-zagging across sky at a very high rate of speed.,12/23/2020
11/5/2020 23:00,East Freedom,PA,Disk,2 minutes,"My fiance and I both witnessed this event and out of our many star gazing experiences, nothing ever came close to what we saw that nigh",12/23/2020
11/5/2020 22:00,SOUTH BARRINGTON,IL,Light,1 hour,The sighting Starting at around 10:00 pm my brother and I filmed and took photos of a low flying light or craft hovering over our home.,12/23/2020
11/5/2020 20:30,Vero Beach,FL,,3-4 minutes,I viewed a large bright object descending towards me in the dark night sky. Then it turned orange/red going in another direction with 2,12/23/2020
11/5/2020 20:15,Cascade,ID,Light,40 minutes,"Points of light moving erratically in the sky, sometimes at great speed.",12/23/2020
11/5/2020 19:15,Louisville,KY,Sphere,5 seconds,Blue moon falls right out of the sky,12/23/2020
11/5/2020 19:15,Youngstown,OH,Triangle,1 minute,Boardman Ohio. As we drove down glenwood ave about 200ft in the sky was a triangle shaped craft that had lights on each corner and one,12/23/2020
11/5/2020 19:00,Rutland,VT,Light,5 minutes,Pulled out of parking lot onto street & and saw 3 green lights in the sky ahead of me while driving. It caught my eye because it was un,12/23/2020
11/5/2020 18:33,Georgetown,DE,Chevron,1 minute,"Chevron in Georgetown, DE",12/23/2020
11/5/2020 18:32,Commack,NY,Oval,10-20 seconds,"At 632pm, on November 5th, myself and a coworker observed what we strongly believe was a ufo in the sky above commack NY on long island",12/23/2020
11/5/2020 18:30,kinston,NC,Unknown,30 seconds,"very fast high altitude orange light/craft with enormous rainbow shaped contrail,like tail of a comet",12/23/2020
11/5/2020 18:30,Spring Hill,FL,Circle,4,Large orange object in night sky,12/23/2020
11/5/2020 18:29,Port St Lucie,FL,Fireball,10 seconds,Was driving home. Saw what looked like a red ball moving upward. I pulled out my smartphone and started recording. As I continued to lo,12/23/2020
11/5/2020 18:27,New Haven,CT,Unknown,15 seconds,Silent object cut through clouds at a very rapid pace.,12/23/2020
11/5/2020 18:27,Charleston,SC,Sphere,4 minutes,Red glowing half-sphere,12/23/2020
11/5/2020 18:26,Morriston,FL,Disk,15 seconds,"Slow moving, then hovering red/orange glowing object in the sky",12/23/2020
11/5/2020 18:24,Ocala,FL,Circle,1 minute,"When my 7 year old son and I were driving southbound on SW 62nd St and approximately route 200, I noticed a bright orange light to the",12/23/2020
11/5/2020 18:00,Pine Grove,PA,Light,3 minutes,2 Lights Dancing in Sky,12/23/2020
11/5/2020 13:37,Columbia,MO,,,MADAR Node  46,12/23/2020
11/5/2020 11:37,New York,NY,,,MADAR Node 85,12/23/2020
11/5/2020 11:03,Montrose,WV,Other,Ongoing,For well over a month now I have been seeing these orange or bright LED orbs where I live. My neighbor up the road has seen and managed,12/23/2020
11/5/2020 9:07,Star Valley,AZ,,,MADAR Node 53,12/23/2020
11/5/2020 8:36,Long Beach island blv,NJ,Triangle,20 seconds,Big triangular haze moving north gets to a busy street and disappears.,12/23/2020
11/5/2020 5:45,Charlotte Amalie,,Light,1 minute,Eleven stars moving and then disappearing,12/23/2020
11/5/2020 2:44,Newburgh,IN,,,"MADAR Node 142, 3 alerts",12/23/2020
11/4/2020 23:45,Mt. Holly,NJ,Diamond,1 hour,While coming out side I decided  to look up because it was clear I the saw this cloud looking group of lights in the sky so I put my gl,12/23/2020
11/4/2020 22:00,Shelton,CT,Sphere,3 hours,I went to smoke a cigarette last night on my backporch and noticed a brighter orange colored star do I thought in the sky. I immediatel,12/23/2020
11/4/2020 21:45,Edison,OH,Disk,5-10 minutes,"There was lights all around them which were bright, they were just hovering at first and when they took off it seemed quick.",12/23/2020
11/4/2020 21:15,Lewiston,NY,Unknown,30 minutes,Moving in formation Snake Lights,12/23/2020
11/4/2020 20:55,Kingman,AZ,Circle,5 seconds,Fighter jet chasing ufo,12/23/2020
11/4/2020 19:30,Currie,MN,Circle,8 minutes,Meteor stops and changes direction and magnitude,12/23/2020
